,Date,Town,District,Province,Spare,Length,Width,Amenities,Direction,Price
253,9/26/2022,Phường Bình Chiểu,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,1.95
254,9/26/2022,Phường Hòa Khánh Nam,Quận Liên Chiểu,TP. Đà Nẵng,127.0,18.6,6.9,1,Unknow,1.95
255,9/26/2022,Xã Phước Hoà,Huyện Phú Giáo,Bình Dương,80.0,0.0,0.0,1,Unknow,1.99
256,9/26/2022,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh,90.0,0.0,0.0,1,Unknow,2.49
257,9/26/2022,Phường Ninh Thủy,Thị xã Ninh Hòa,Khánh Hòa,134.0,11.0,12.0,0,Đ.Nam,2.45
258,9/26/2022,Xã Diên An,Huyện Diên Khánh,Khánh Hòa,200.0,30.0,7.0,0,T.Nam,2.65
259,9/26/2022,Phường Phú Hữu,TP. Thủ Đức,TP. Hồ Chí Minh,85.0,17.0,5.0,1,Unknow,2.65
260,9/26/2022,Xã Phú Trung,Huyện Phú Riềng,Bình Phước,250.0,50.0,5.0,0,Unknow,0.3
261,9/26/2022,Phường Thống Nhất,TP. Biên Hòa,Đồng Nai,80.0,0.0,4.0,0,Unknow,6.4
262,9/26/2022,Phường Ngọc Hải,Quận Đồ Sơn,TP. Hải Phòng,120.0,0.0,6.0,0,Unknow,1.68
263,9/26/2022,Xã Thuận Lợi,Huyện Đồng Phú,Bình Phước,250.0,50.0,5.0,1,Unknow,0.69
264,9/26/2022,Thị trấn Krông Năng,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.899
265,9/26/2022,Phường 4,TP. Tân An,Long An,64.0,16.0,4.0,1,Unknow,1.55
266,9/26/2022,Xã Phù Linh,Huyện Sóc Sơn,TP. Hà Nội,115.0,0.0,0.0,1,Unknow,1.84
267,9/26/2022,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh,250.0,25.0,10.0,0,Unknow,1.65
268,9/26/2022,Phường Bình Trưng Tây,TP. Thủ Đức,TP. Hồ Chí Minh,120.0,6.0,20.0,0,Unknow,1.9
269,9/26/2022,Phường Rạch Sỏi,TP. Rạch Giá,Kiên Giang,324.0,0.0,0.0,0,Unknow,2.7
270,9/26/2022,Xã Bàu Cạn,Huyện Long Thành,Đồng Nai,100.0,20.0,5.0,1,Unknow,1.7
271,9/26/2022,Phường Phước Long A,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,2.85
272,9/26/2022,Phường IV,TP. Vị Thanh,Hậu Giang,100.0,12.0,5.0,1,Unknow,1.4
273,9/26/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
274,9/26/2022,Xã An Điền,Thị xã Bến Cát,Bình Dương,80.0,0.0,0.0,0,Unknow,1.25
275,9/26/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
276,9/26/2022,Xã An Điền,Thị xã Bến Cát,Bình Dương,175.0,0.0,0.0,0,Unknow,1.9
277,9/26/2022,Thị trấn Krông Năng,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.899
278,9/26/2022,Xã Ninh Quang,Thị xã Ninh Hòa,Khánh Hòa,607.0,40.0,14.99,0,Nam,2.35
279,9/26/2022,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh,100.0,0.0,0.0,0,Unknow,1.8
280,9/26/2022,Phường Phước Long B,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,2.35
281,9/26/2022,Phường Phước Long B,TP. Thủ Đức,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,2.15
282,9/26/2022,Phường 5,TP. Đà Lạt,Lâm Đồng,2225.0,60.0,40.0,1,T.Bắc,20.0
283,9/26/2022,Xã Điện Thọ,Thị xã Điện Bàn,Quảng Nam,416.0,41.0,12.0,1,Đ.Nam,0.87
284,9/26/2022,Xã Ea Bông,Huyện Krông A Na,Đắk Lắk,1000.0,20.0,50.0,0,Đ.Nam,0.9
285,9/26/2022,Phường An Phú,TP. Thuận An,Bình Dương,153.0,6.5,25.12,1,Đông,4.75
286,9/26/2022,Xã Ea Tu,TP. Buôn Ma Thuột,Đắk Lắk,215.0,5.0,43.0,0,Nam,1.2
287,9/26/2022,Xã Đồng Tâm,Huyện Đồng Phú,Bình Phước,1000.0,40.0,25.0,1,Unknow,0.48
288,9/26/2022,Xã Vĩnh Tân,Thị xã Tân Uyên,Bình Dương,150.0,0.0,0.0,1,Unknow,2.32
289,9/26/2022,Xã Vĩnh Tân,Thị xã Tân Uyên,Bình Dương,150.0,0.0,0.0,1,Unknow,2.32
290,9/26/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
291,9/26/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
292,9/26/2022,Thị trấn Krông Năng,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.899
293,9/26/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
294,9/26/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
295,9/25/2022,Phường Ngọc Xuyên,Quận Đồ Sơn,TP. Hải Phòng,175.0,0.0,5.0,0,Unknow,5.68
296,9/25/2022,Thị trấn Krông Năng,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.899
297,9/25/2022,Thị trấn Tân Túc,Huyện Bình Chánh,TP. Hồ Chí Minh,100.0,0.0,0.0,1,Unknow,0.86
298,9/25/2022,Xã Kông Lơng Khơng,Huyện KBang,Gia Lai,300.0,0.0,0.0,0,Unknow,0.37
299,9/25/2022,Phường Bửu Hòa,TP. Biên Hòa,Đồng Nai,103.0,0.0,5.0,0,Đ.Bắc,2.15
300,9/25/2022,Phường 4,TP. Tân An,Long An,64.0,15.0,4.5,1,Unknow,1.55
301,9/25/2022,Thị trấn Krông Năng,Huyện Krông Năng,Đắk Lắk,264.0,22.0,12.0,1,Unknow,1.8
302,9/25/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,5.99,1,Unknow,0.792
303,9/25/2022,Xã Ea Bông,Huyện Krông A Na,Đắk Lắk,1000.0,20.0,49.97,1,Đ.Nam,0.91
304,9/25/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.9
305,9/25/2022,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh,130.0,5.0,26.0,1,Unknow,2.29
306,9/25/2022,Phường Ngọc Hải,Quận Đồ Sơn,TP. Hải Phòng,100.0,0.0,0.0,0,Unknow,2.8
307,9/25/2022,Phường An Hải Bắc,Quận Sơn Trà,TP. Đà Nẵng,90.0,0.0,0.0,0,Unknow,3.7
308,9/25/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
309,9/25/2022,Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,2.2
310,9/25/2022,Xã Tân Hiệp,Huyện Long Thành,Đồng Nai,1510.0,0.0,0.0,0,Unknow,3.66
311,9/25/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,1040.0,0.0,0.0,0,Unknow,2.8
312,9/25/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,1000.0,0.0,0.0,0,Unknow,3.2
313,9/25/2022,Xã Bàu Đồn,Huyện Gò Dầu,Tây Ninh,3400.0,5.0,40.0,1,Đông,0.71
314,9/25/2022,Xã Ninh Xuân,Thị xã Ninh Hòa,Khánh Hòa,3096.0,0.0,42.0,1,Đ.Nam,1.6
315,9/25/2022,Xã Bàu Cạn,Huyện Long Thành,Đồng Nai,1058.0,0.0,0.0,0,Unknow,3.1
316,9/25/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,300.0,30.0,10.0,1,Đông,1.5
317,9/25/2022,Xã An Thới Đông,Huyện Cần Giờ,TP. Hồ Chí Minh,96.0,16.0,6.0,1,Unknow,2.3
318,9/25/2022,Phường Phước Long A,TP. Thủ Đức,TP. Hồ Chí Minh,100.0,25.0,4.0,1,Unknow,1.95
319,9/25/2022,Phường Tân Thiện,TP. Đồng Xoài,Bình Phước,125.0,0.0,0.0,1,Unknow,1.45
320,9/25/2022,Phường Bửu Long,TP. Biên Hòa,Đồng Nai,205.0,0.0,10.0,0,Nam,9.2
321,9/25/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
322,9/25/2022,Xã Phước Thạnh,Huyện Gò Dầu,Tây Ninh,1085.0,30.0,37.0,1,Đông,0.95
323,9/25/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
324,9/25/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
325,9/25/2022,Phường Tân Phong,TP. Biên Hòa,Đồng Nai,1000.0,0.0,0.0,1,Unknow,18.0
326,9/25/2022,Xã Thuận Lợi,Huyện Đồng Phú,Bình Phước,250.0,50.0,5.0,1,Unknow,0.69
327,9/25/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.899
328,9/25/2022,Phường 7,TP. Đà Lạt,Lâm Đồng,74.0,0.0,0.0,0,Unknow,1.15
329,9/25/2022,Phường Bửu Long,TP. Biên Hòa,Đồng Nai,1000.0,0.0,20.0,0,Unknow,12.0
330,9/25/2022,Thị trấn Trâu Quỳ,Huyện Gia Lâm,TP. Hà Nội,60.0,0.0,0.0,0,Unknow,4.3
331,9/25/2022,Xã Phù Khê,Thị xã Từ Sơn,Bắc Ninh,67.0,0.0,0.0,0,Unknow,0.1295
332,9/25/2022,Phường Vĩnh Phú,TP. Thuận An,Bình Dương,130.0,0.0,0.0,1,Unknow,1.8
333,9/25/2022,Xã Ea Tu,TP. Buôn Ma Thuột,Đắk Lắk,110.0,5.0,22.0,1,Nam,1.39
334,9/25/2022,Phường Tân Thành,Quận Dương Kinh,TP. Hải Phòng,90.0,18.0,5.0,1,Unknow,1.85
335,9/24/2022,Xã Điện Thọ,Thị xã Điện Bàn,Quảng Nam,324.0,18.0,18.0,1,T.Nam,1.65
336,9/24/2022,Phường Vạn Hương,Quận Đồ Sơn,TP. Hải Phòng,128.0,0.0,5.1,1,Unknow,1.41
337,9/24/2022,Phường Hiệp Phú,TP. Thủ Đức,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,1.75
338,9/24/2022,Phường 7,Quận 8,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,1.8
339,9/24/2022,Phường Vĩnh Phú,TP. Thuận An,Bình Dương,80.0,16.0,5.0,1,Unknow,1.99
340,9/24/2022,Xã Tân Phước,Huyện Đồng Phú,Bình Phước,247.0,30.0,10.0,1,Nam,0.48
341,9/24/2022,Xã Ea Păl,Huyện Ea Kar,Đắk Lắk,28500.0,81.0,350.0,0,Unknow,1.9
342,9/24/2022,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,2.1
343,9/24/2022,Xã Ea Tu,TP. Buôn Ma Thuột,Đắk Lắk,215.0,5.0,43.0,1,Nam,1.2
344,9/24/2022,Phường Bình Chuẩn,TP. Thuận An,Bình Dương,80.0,16.0,5.0,1,Unknow,1.85
345,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
346,9/24/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,300.0,30.0,10.0,1,Đông,1.5
347,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
348,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
349,9/24/2022,Phường 6,TP. Tân An,Long An,431.0,0.0,0.0,0,Unknow,2.2
350,9/24/2022,Xã Bình Thuận,Thị Xã Buôn Hồ,Đắk Lắk,381.0,54.0,7.0,1,Unknow,0.56
351,9/24/2022,Thị trấn Trâu Quỳ,Huyện Gia Lâm,TP. Hà Nội,54.0,0.0,0.0,0,Unknow,4.1
352,9/24/2022,Phường Khương Đình,Quận Thanh Xuân,TP. Hà Nội,42.0,0.0,0.0,0,Unknow,5.45
353,9/24/2022,Xã Xuân Thọ,TP. Đà Lạt,Lâm Đồng,2000.0,0.0,0.0,1,T.Nam,4.5
354,9/24/2022,Xã Cẩm Hà,TP. Hội An,Quảng Nam,99.0,0.0,0.0,1,Unknow,1.7
355,9/24/2022,Phường Cẩm Nam,TP. Hội An,Quảng Nam,110.0,0.0,0.0,1,Unknow,1.65
356,9/24/2022,Phường Hòa Hiệp Nam,Quận Liên Chiểu,TP. Đà Nẵng,113.0,0.0,0.0,1,Unknow,1.7
357,9/24/2022,Phường Tân Lợi,TP. Buôn Ma Thuột,Đắk Lắk,100.0,20.0,5.0,0,Đông,2.2
358,9/24/2022,Phường Minh Hưng,Thị xã Chơn Thành,Bình Phước,2000.0,100.0,20.0,1,Unknow,0.6
359,9/24/2022,Phường Minh Hưng,Thị xã Chơn Thành,Bình Phước,500.0,50.0,10.0,1,Unknow,0.45
360,9/24/2022,Phường Hoà Nghĩa,Quận Dương Kinh,TP. Hải Phòng,183.0,0.0,10.5,1,Unknow,2.29
361,9/24/2022,Phường Bửu Long,TP. Biên Hòa,Đồng Nai,79.0,0.0,4.2,0,Unknow,3.5
362,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
363,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
364,9/24/2022,Xã Vạn Long,Huyện Vạn Ninh,Khánh Hòa,1066.0,0.0,0.0,0,Unknow,0.39
365,9/24/2022,Xã Vạn Long,Huyện Vạn Ninh,Khánh Hòa,103.0,0.0,6.0,0,Đông,1.62
366,9/24/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Đông,1.75
367,9/24/2022,Phường Tân Phú,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,2.5
368,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
369,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Đ.Nam,1.6
370,9/24/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,95.0,21.0,4.5,1,Unknow,1.6
371,9/24/2022,Phường Minh Đức,Quận Đồ Sơn,TP. Hải Phòng,150.0,25.0,6.0,1,Unknow,2.93
372,9/24/2022,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh,80.0,20.0,4.0,1,Unknow,2.75
373,9/24/2022,Xã Tân Hòa,Huyện Đồng Phú,Bình Phước,500.0,50.0,10.0,1,Đông,0.6
374,9/24/2022,Xã Tân Hòa,Huyện Đồng Phú,Bình Phước,500.0,50.0,10.0,1,Đông,1.4
375,9/24/2022,Xã Tân Hòa,Huyện Đồng Phú,Bình Phước,500.0,50.0,10.0,1,Đông,2.8
376,9/24/2022,Xã Tân Hưng,Huyện Đồng Phú,Bình Phước,1000.0,50.0,22.0,1,Đông,0.7
377,9/24/2022,Xã Đồng Tâm,Huyện Đồng Phú,Bình Phước,5162.0,120.0,41.0,1,Nam,1.4
378,9/24/2022,Thị trấn Tân Phú,Huyện Đồng Phú,Bình Phước,120.0,20.0,6.0,1,Đông,0.7
379,9/24/2022,Xã Tân Hưng,Huyện Đồng Phú,Bình Phước,1000.0,100.0,9.99,0,Nam,0.7
380,9/24/2022,Thị trấn Tân Phú,Huyện Đồng Phú,Bình Phước,250.0,50.0,4.99,0,Bắc,0.8
381,9/24/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,140.0,20.0,7.0,1,Unknow,1.85
382,9/24/2022,Xã Phú Trung,Huyện Phú Riềng,Bình Phước,400.0,0.0,0.0,0,Unknow,0.56
383,9/24/2022,Xã Vĩnh Thạnh,Tp. Nha Trang,Khánh Hòa,111.0,6.0,20.0,0,Nam,1.55
384,9/24/2022,Xã Vĩnh Trung,TP. Nha Trang,Khánh Hòa,103.0,18.0,6.0,0,Đ.Bắc,1.11
385,9/24/2022,Xã Đất Cuốc,Huyện Bắc Tân Uyên,Bình Dương,1100.0,110.0,10.0,1,Unknow,0.75
386,9/24/2022,Thị trấn Khánh Hải,Huyện Ninh Hải,Ninh Thuận,1047.53,28.0,4.99,1,Unknow,2.3
387,9/24/2022,Thị trấn Trâu Quỳ,Huyện Gia Lâm,TP. Hà Nội,110.0,0.0,0.0,0,Unknow,12.0
388,9/24/2022,Thị trấn Sao Vàng,Huyện Thọ Xuân,Thanh Hóa,353.0,0.0,0.0,0,Unknow,1.74
389,9/24/2022,Phường Bình Chuẩn,TP. Thuận An,Bình Dương,80.0,16.0,5.0,1,Unknow,2.45
390,9/24/2022,Phường Tân Phong,TP. Biên Hòa,Đồng Nai,99.0,0.0,5.8,0,Unknow,2.4
391,9/24/2022,Thị trấn Trâu Quỳ,Huyện Gia Lâm,TP. Hà Nội,69.0,0.0,0.0,0,Unknow,3.66
392,9/24/2022,Phường Hòa An,Quận Cẩm Lệ,TP. Đà Nẵng,100.0,0.0,0.0,0,Unknow,2.3
393,9/23/2022,Phường Đông Hòa,TP. Dĩ An,Bình Dương,80.0,16.0,5.0,1,Unknow,1.5
394,9/23/2022,Phường Hợp Đức,Quận Đồ Sơn,TP. Hải Phòng,68.0,0.0,4.1,1,Unknow,0.92
395,9/23/2022,Xã Suối Tiên,Huyện Diên Khánh,Khánh Hòa,310.0,31.0,11.0,0,T.Nam,1.2
396,9/23/2022,Phường Thống Nhất,TP. Biên Hòa,Đồng Nai,72.0,0.0,3.99,0,Unknow,7.6
397,9/23/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,110.0,20.0,5.5,1,Đ.Nam,1.9
398,9/23/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,110.0,20.0,5.5,1,Đ.Nam,1.9
399,9/23/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,110.0,20.0,5.5,1,Đ.Nam,1.9
400,9/23/2022,Xã Thuận Lợi,Huyện Đồng Phú,Bình Phước,250.0,50.0,5.0,0,Unknow,0.69
401,9/23/2022,Phường An Phú,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,16.0,5.0,0,Unknow,1.88
402,9/23/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,110.0,20.0,5.5,1,Unknow,1.9
403,9/23/2022,Phường 8,TP. Đà Lạt,Lâm Đồng,201.0,0.0,0.0,1,T.Nam,8.7
404,9/23/2022,Phường Hóa An,TP. Biên Hòa,Đồng Nai,127.0,0.0,4.4,0,Unknow,4.0
405,9/23/2022,Phường Tân Phong,TP. Biên Hòa,Đồng Nai,268.0,0.0,12.3,0,Unknow,14.7
406,9/23/2022,Phường Tân Lập,TP. Buôn Ma Thuột,Đắk Lắk,125.0,5.0,25.0,1,T.Bắc,2.75
407,9/23/2022,Phường Hoà Nghĩa,Quận Dương Kinh,TP. Hải Phòng,100.0,20.0,5.0,1,Unknow,1.6
408,9/23/2022,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh,64.0,16.0,4.0,1,Đông,1.45
409,9/23/2022,Xã Phước Trạch,Huyện Gò Dầu,Tây Ninh,108.0,21.5,5.0,1,Unknow,0.46
410,9/23/2022,Xã Phước Trạch,Huyện Gò Dầu,Tây Ninh,112.0,22.5,5.0,1,Unknow,0.425
411,9/23/2022,Xã Hiệp Thạnh,Huyện Gò Dầu,Tây Ninh,116.0,23.0,5.0,1,Unknow,0.485
412,9/23/2022,Xã Thạnh Đức,Huyện Gò Dầu,Tây Ninh,118.0,23.0,5.0,1,Unknow,0.495
413,9/23/2022,Xã Thanh Phước,Huyện Gò Dầu,Tây Ninh,90.0,23.0,5.0,1,Unknow,0.625
414,9/23/2022,Xã Thanh Phước,Huyện Gò Dầu,Tây Ninh,90.0,18.0,5.0,1,Unknow,0.625
415,9/23/2022,Xã Thanh Phước,Huyện Gò Dầu,Tây Ninh,98.0,19.5,5.0,1,Unknow,0.635
416,9/23/2022,Xã Gia Lộc,Huyện Trảng Bàng,Tây Ninh,98.0,19.5,5.0,1,Unknow,0.588
417,9/23/2022,Xã Thanh Phước,Huyện Gò Dầu,Tây Ninh,99.0,20.0,5.0,1,Unknow,0.575
418,9/23/2022,Xã Đôn Thuận,Huyện Trảng Bàng,Tây Ninh,103.0,20.5,5.0,1,Unknow,0.61
419,9/23/2022,Xã Gia Lộc,Huyện Trảng Bàng,Tây Ninh,95.0,19.0,5.0,1,Unknow,0.56
420,9/23/2022,Xã Gia Lộc,Huyện Trảng Bàng,Tây Ninh,103.0,21.0,5.0,1,Unknow,0.615
421,9/23/2022,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,103.0,21.0,5.0,1,Unknow,0.585
422,9/23/2022,Phường 5,TP. Đà Lạt,Lâm Đồng,131.0,0.0,0.0,1,T.Bắc,0.685
423,9/23/2022,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,99.0,20.0,5.0,1,Unknow,0.545
424,9/23/2022,Phường 6,TP. Đà Lạt,Lâm Đồng,200.0,0.0,0.0,1,T.Bắc,6.8
425,9/23/2022,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,127.0,25.5,5.0,1,Unknow,0.645
426,9/23/2022,Xã La Ngà,Huyện Định Quán,Đồng Nai,1005.0,0.0,0.0,1,Unknow,0.78
427,9/23/2022,Phường 7,TP. Đà Lạt,Lâm Đồng,1000.0,0.0,0.0,1,Tây,12.0
428,9/23/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,1088.0,0.0,0.0,0,Unknow,2.7
429,9/23/2022,Xã Bàu Đồn,Huyện Gò Dầu,Tây Ninh,3400.0,5.0,40.0,1,Unknow,0.71
430,9/23/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,1000.0,0.0,0.0,0,Unknow,3.2
431,9/23/2022,Phường Thạnh Mỹ Lợi,TP. Thủ Đức,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,2.75
432,9/23/2022,Xã Hiệp Thạnh,Huyện Gò Dầu,Tây Ninh,105.0,21.0,5.0,1,Unknow,0.575
433,9/23/2022,Xã Cẩm Giang,Huyện Gò Dầu,Tây Ninh,97.0,19.5,5.0,1,Unknow,0.485
434,9/23/2022,Xã Trường Đông,Huyện Hòa Thành,Tây Ninh,112.0,22.5,5.0,1,Unknow,0.595
435,9/23/2022,Xã Trường Đông,Huyện Hòa Thành,Tây Ninh,109.0,22.0,5.0,1,Unknow,0.425
436,9/23/2022,Phường Minh Hưng,Thị xã Chơn Thành,Bình Phước,250.0,50.0,5.5,1,Unknow,0.67
437,9/23/2022,Xã Phù Khê,Thị xã Từ Sơn,Bắc Ninh,90.0,0.0,0.0,0,Unknow,3.2
438,9/23/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,1038.0,0.0,0.0,0,Unknow,2.8
439,9/23/2022,Xã Long Thành Nam,Huyện Hòa Thành,Tây Ninh,215.0,36.0,6.0,1,Unknow,0.625
440,9/23/2022,Xã Túc Trưng,Huyện Định Quán,Đồng Nai,1200.0,0.0,0.0,1,Unknow,0.82
441,9/23/2022,Xã Long Thành Nam,Huyện Hòa Thành,Tây Ninh,98.0,20.0,5.0,1,Unknow,0.485
442,9/23/2022,Xã La Ngà,Huyện Định Quán,Đồng Nai,1000.0,0.0,0.0,0,Unknow,1.2
443,9/23/2022,Xã Hiệp Tân,Huyện Hòa Thành,Tây Ninh,105.0,21.0,5.0,1,Unknow,0.485
444,9/23/2022,Xã Hiệp Tân,Huyện Hòa Thành,Tây Ninh,101.0,20.0,5.0,1,Unknow,0.565
445,9/23/2022,Xã Hiệp Tân,Huyện Hòa Thành,Tây Ninh,107.0,21.5,5.0,1,Unknow,0.585
446,9/23/2022,Xã Hiệp Tân,Huyện Hòa Thành,Tây Ninh,94.0,19.0,5.0,1,Unknow,0.575
447,9/23/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,110.0,20.0,5.5,1,Đ.Nam,1.9
448,9/23/2022,Xã Hảo Đước,Huyện Châu Thành,Tây Ninh,119.0,24.0,5.0,1,Unknow,0.595
449,9/23/2022,Xã Hảo Đước,Huyện Châu Thành,Tây Ninh,119.0,24.0,5.0,1,Unknow,0.375
450,9/23/2022,Xã Hảo Đước,Huyện Châu Thành,Tây Ninh,132.0,22.0,6.0,1,Unknow,0.395
451,9/23/2022,Xã Hảo Đước,Huyện Châu Thành,Tây Ninh,126.0,21.0,6.0,1,Unknow,0.41
452,9/23/2022,Xã Hảo Đước,Huyện Châu Thành,Tây Ninh,111.0,22.0,5.0,1,Unknow,0.41
453,9/23/2022,Xã Ninh Điền,Huyện Châu Thành,Tây Ninh,354.0,71.0,5.0,1,Unknow,0.45
454,9/23/2022,Xã Ninh Điền,Huyện Châu Thành,Tây Ninh,155.0,31.0,5.0,1,Unknow,0.38
455,9/22/2022,Xã Ninh Điền,Huyện Châu Thành,Tây Ninh,157.0,31.5,5.0,1,Unknow,0.39
456,9/22/2022,Xã Ninh Điền,Huyện Châu Thành,Tây Ninh,340.0,68.0,5.0,1,Unknow,0.455
457,9/22/2022,Xã An Viễn,Huyện Trảng Bom,Đồng Nai,110.0,20.0,5.5,1,Đ.Nam,1.9
458,9/22/2022,Xã Thạnh Đức,Huyện Gò Dầu,Tây Ninh,165.0,5.0,33.0,1,Unknow,0.32
459,9/22/2022,Phường Bửu Hòa,TP. Biên Hòa,Đồng Nai,200.0,0.0,10.0,0,Unknow,3.0
460,9/22/2022,Phường Bửu Long,TP. Biên Hòa,Đồng Nai,105.0,0.0,5.9,0,Unknow,3.7
461,9/22/2022,Thị trấn Trâu Quỳ,Huyện Gia Lâm,TP. Hà Nội,88.0,0.0,0.0,0,Unknow,3.8
462,9/22/2022,Thị trấn Thạnh Phú,Huyện Thạnh Phú,Bến Tre,275.0,22.98,12.97,0,Unknow,6.88
463,9/22/2022,Xã Quảng Yên,Huyện Quảng Xương,Thanh Hóa,252.0,29.0,9.0,1,Nam,6.0
464,9/22/2022,Phường Quảng Thành,TP. Thanh Hóa,Thanh Hóa,90.0,0.0,0.0,0,Unknow,0.92
465,9/22/2022,Xã Ngọc Lĩnh,Thị xã Nghi Sơn,Thanh Hóa,200.0,0.0,0.0,0,Unknow,0.78
466,9/22/2022,Phường Phú Lợi,TP. Thủ Dầu Một,Bình Dương,100.0,20.0,5.0,1,Unknow,3.0
467,9/22/2022,Thị trấn Lai Uyên,Huyện Bàu Bàng,Bình Dương,1000.0,100.0,10.0,1,Unknow,0.76
468,9/22/2022,Xã Cư Suê,Huyện Cư M'gar,Đắk Lắk,1097.0,63.5,5.4,1,Đ.Bắc,1.22
469,9/22/2022,Phường Hoà Nghĩa,Quận Dương Kinh,TP. Hải Phòng,60.0,13.99,4.5,1,Unknow,1.1
470,9/22/2022,Phường Hoà Nghĩa,Quận Dương Kinh,TP. Hải Phòng,135.0,0.0,4.5,0,Unknow,2.4
